Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Latitude,Longitude
00-20548792,Danielle,Pope,Female,North Carolina,Charlotte,High School,28/12/1992,29/07/2017,08/07/2022,HR,HR Specialist,110253.45,Excellent,35.2271,-80.8431
00-80322139,Jose,George,Female,North Carolina,Charlotte,High School,08/07/1969,26/07/2024,,Marketing,Marketing Coordinator,44237.69,Satisfactory,35.2271,-80.8431
00-62305360,Brian,Roman,Male,New York,Rochester,Bachelor,13/07/1970,06/05/2024,25/06/2023,Customer Service,Help Desk Technician,116842.8,Good,43.1566,-77.6088
00-83974792,Tara,Ritter,Male,New York,New York City,Master,19/03/1992,05/02/2022,11/12/2024,Marketing,Content Strategist,114511.01,Satisfactory,40.7128,-74.006
00-27572344,Jeffrey,Smith,Male,Texas,Austin,Bachelor,08/04/1969,29/01/2024,08/02/2022,Finance,Accountant,57678.25,Needs Improvement,30.2672,-97.7431
00-48367746,Shawn,Dennis,Female,California,Los Angeles,Master,16/02/2000,28/10/2017,,Customer Service,Customer Support Specialist,63453.42,Excellent,34.0522,-118.2437
00-26529007,Kimberly,Garcia,Female,New York,Buffalo,Master,10/06/1993,02/06/2016,27/01/2025,Marketing,SEO Specialist,111484.51,Needs Improvement,42.8864,-78.8784
00-71415139,Daniel,Johnson,Male,Texas,Houston,PhD,30/10/1980,12/10/2022,15/11/2024,Marketing,Content Strategist,113306.92,Needs Improvement,29.7604,-95.3698
00-35095901,Stacy,Gentry,Male,California,San Diego,Master,16/08/1977,28/02/2019,22/01/2023,HR,HR Specialist,105036.67,Excellent,32.7157,-117.1611
00-10952352,Eugene,Palmer,Male,Texas,Dallas,Master,20/10/1989,04/02/2017,14/08/2022,Marketing,Marketing Coordinator,85887.96,Excellent,32.7767,-96.797
00-38043589,Kendra,Fox,Female,Texas,Houston,Bachelor,13/07/1993,10/10/2018,,HR,HR Specialist,96756.56,Good,29.7604,-95.3698
00-43648050,Colleen,Salas,Female,New York,Buffalo,Master,29/10/1979,07/01/2018,05/02/2022,IT,Software Engineer,80422.65,Satisfactory,42.8864,-78.8784
00-32408018,Travis,Hernandez,Male,California,San Diego,Master,30/12/1995,03/05/2023,,IT,Network Analyst,63378.54,Good,32.7157,-117.1611
00-61746156,Sharon,Grimes,Female,Texas,Dallas,Master,15/05/1974,21/09/2017,19/06/2022,Operations,Inventory Specialist,77643.88,Needs Improvement,32.7767,-96.797
00-48811317,Michael,Sanchez,Male,Texas,Dallas,Master,13/11/1977,16/06/2017,13/01/2024,Marketing,SEO Specialist,64317.48,Satisfactory,32.7767,-96.797
00-47378353,Cassandra,Cooley,Female,New York,New York City,Bachelor,19/01/1997,10/06/2017,,Marketing,Content Strategist,56824.4,Good,40.7128,-74.006
00-75591564,Virginia,Schmidt,Male,New York,Rochester,Bachelor,27/06/2003,15/03/2025,09/09/2020,Marketing,Content Strategist,105031.91,Excellent,43.1566,-77.6088
00-50139036,Maria,Wade,Male,Texas,Austin,Master,08/01/1988,10/10/2017,24/10/2023,Operations,Logistics Coordinator,59694.78,Satisfactory,30.2672,-97.7431
00-58264566,Samuel,Hampton,Male,California,San Francisco,Master,18/04/2003,24/08/2020,04/03/2024,Operations,Inventory Specialist,84933.17,Satisfactory,37.7749,-122.4194
00-66941395,Christopher,Rodriguez,Male,North Carolina,Raleigh,High School,05/06/1966,25/01/2017,,HR,HR Specialist,60765.04,Satisfactory,35.7796,-78.6382
00-64702270,Gregory,Sellers,Female,California,San Francisco,PhD,16/09/1979,24/10/2023,18/04/2021,Operations,Inventory Specialist,68506.22,Satisfactory,37.7749,-122.4194
00-17434454,Dylan,Watson,Female,California,Los Angeles,High School,11/06/1990,25/06/2020,,Customer Service,Help Desk Technician,63198.26,Good,34.0522,-118.2437
00-96188149,Nichole,Huffman,Male,North Carolina,Raleigh,Bachelor,14/03/1967,16/02/2021,,Finance,Financial Analyst,48398.17,Needs Improvement,35.7796,-78.6382
00-72465893,James,Ward,Male,California,San Francisco,Bachelor,01/08/2002,22/07/2025,12/10/2021,IT,Software Engineer,100386.84,Needs Improvement,37.7749,-122.4194
00-16878256,Patrick,Kelly,Female,Texas,Dallas,PhD,04/04/2002,03/11/2016,19/07/2023,Operations,Logistics Coordinator,64446.48,Needs Improvement,32.7767,-96.797
00-31040629,Alison,Williams,Female,North Carolina,Greensboro,High School,20/11/1990,15/09/2021,,Marketing,Content Strategist,65594.87,Needs Improvement,36.0726,-79.792
00-78480869,Brenda,Lyons,Female,California,Los Angeles,PhD,11/02/1971,11/02/2020,11/03/2025,Finance,Accountant,112581.51,Needs Improvement,34.0522,-118.2437
00-25454423,Nicole,Wood,Male,Texas,Houston,Master,31/10/1995,28/06/2018,,IT,Network Analyst,89270.67,Excellent,29.7604,-95.3698
00-12793492,Virginia,Williams,Female,North Carolina,Greensboro,Bachelor,26/01/2002,24/12/2016,10/02/2025,Marketing,Marketing Coordinator,73146.97,Excellent,36.0726,-79.792
00-75909207,Christina,Nichols,Male,New York,New York City,PhD,06/10/1981,13/03/2021,14/06/2021,Customer Service,Customer Support Specialist,58358.57,Excellent,40.7128,-74.006
00-50401618,Tiffany,Donaldson,Female,Texas,Houston,High School,15/09/1999,16/06/2024,17/05/2024,Marketing,SEO Specialist,79397.81,Good,29.7604,-95.3698
00-95898619,Chad,Bolton,Male,North Carolina,Raleigh,Bachelor,26/07/1974,30/06/2017,,Marketing,SEO Specialist,50241.61,Needs Improvement,35.7796,-78.6382
00-81045297,Brandon,Schultz,Male,Texas,Austin,PhD,07/10/1982,26/01/2020,13/10/2020,Marketing,Content Strategist,98400.71,Good,30.2672,-97.7431
00-67324652,Jamie,Powell,Male,New York,Rochester,Bachelor,11/01/1990,25/01/2018,,Finance,Financial Analyst,83894.33,Needs Improvement,43.1566,-77.6088
00-77950777,Kevin,Johnson,Male,New York,New York City,High School,26/08/1974,31/07/2019,14/04/2022,Operations,Operations Analyst,50996.63,Needs Improvement,40.7128,-74.006
00-90057104,Taylor,Terry,Male,Texas,Austin,Bachelor,10/10/1997,29/08/2015,27/06/2023,IT,Network Analyst,100916.96,Satisfactory,30.2672,-97.7431
00-22000069,Margaret,Blevins,Male,California,Los Angeles,High School,12/04/1995,11/01/2017,18/02/2023,Operations,Inventory Specialist,64886.27,Good,34.0522,-118.2437
00-39878676,Justin,Becker,Male,Texas,Houston,PhD,02/12/1985,27/08/2017,,Operations,Operations Analyst,77256.7,Needs Improvement,29.7604,-95.3698
00-25773060,Eugene,Riggs,Female,California,Los Angeles,Bachelor,15/02/1978,14/05/2022,25/03/2021,Operations,Logistics Coordinator,92338.46,Excellent,34.0522,-118.2437
00-66076462,Barbara,Jackson,Male,New York,New York City,High School,07/07/1979,02/07/2017,,HR,Training Coordinator,80252.61,Satisfactory,40.7128,-74.006
00-36734478,Jamie,Ramos,Female,New York,New York City,Bachelor,26/03/1974,25/03/2018,03/03/2022,HR,Training Coordinator,79241.76,Needs Improvement,40.7128,-74.006
00-54238239,James,Stanley,Male,California,Los Angeles,High School,11/01/1969,22/06/2017,,Operations,Inventory Specialist,66391.69,Satisfactory,34.0522,-118.2437
00-72144560,George,Howard,Female,California,San Diego,Master,17/06/1970,24/11/2020,14/10/2023,Customer Service,Customer Support Specialist,114593.93,Needs Improvement,32.7157,-117.1611
00-83613330,Sarah,Carrillo,Female,Texas,Austin,Master,04/09/1981,07/05/2024,14/06/2025,Marketing,Marketing Coordinator,87372.65,Excellent,30.2672,-97.7431
00-51873327,Michelle,Jones,Female,Texas,Austin,Bachelor,05/06/1997,07/09/2022,09/02/2021,Marketing,Marketing Coordinator,47526.08,Needs Improvement,30.2672,-97.7431
00-99125174,Crystal,Kelley,Male,North Carolina,Greensboro,High School,16/09/1989,15/04/2022,,Customer Service,Help Desk Technician,61912.51,Good,36.0726,-79.792
00-16888475,Ryan,Jackson,Female,New York,Buffalo,PhD,10/01/1971,14/02/2023,,Marketing,Marketing Coordinator,56072.86,Needs Improvement,42.8864,-78.8784
00-25985311,Cameron,Jackson,Male,California,San Francisco,PhD,04/04/1970,20/09/2015,09/05/2024,Operations,Inventory Specialist,56532.37,Excellent,37.7749,-122.4194
00-65555169,Dalton,Nichols,Male,Texas,Houston,Master,08/03/1988,13/05/2016,01/10/2021,Finance,Financial Analyst,81948.22,Good,29.7604,-95.3698
00-32765792,Christian,Butler,Female,Texas,Dallas,PhD,26/06/1982,09/01/2016,07/11/2020,Finance,Accountant,57398.21,Excellent,32.7767,-96.797
00-60364030,Seth,Rose,Female,New York,Rochester,PhD,24/05/1965,07/04/2024,,Customer Service,Help Desk Technician,47952.72,Excellent,43.1566,-77.6088
00-90713298,Jessica,Graves,Female,California,Los Angeles,PhD,26/01/1992,27/08/2020,20/09/2023,Customer Service,Customer Support Specialist,99230.05,Good,34.0522,-118.2437
00-62067522,Carl,Barrera,Male,California,Los Angeles,Master,30/06/1990,03/03/2023,27/06/2025,Operations,Operations Analyst,56788.18,Good,34.0522,-118.2437
00-10340421,Ryan,Moore,Female,North Carolina,Charlotte,PhD,29/10/1991,06/11/2020,24/09/2022,Customer Service,Customer Support Specialist,59587.49,Excellent,35.2271,-80.8431
00-68399869,Angela,Bruce,Female,California,Los Angeles,High School,15/02/1989,10/12/2015,,Marketing,SEO Specialist,110390.03,Satisfactory,34.0522,-118.2437
00-61495688,Erica,Parker,Male,Texas,Dallas,Bachelor,08/02/1965,05/02/2025,21/05/2023,Customer Service,Customer Support Specialist,59333.99,Excellent,32.7767,-96.797
00-22210510,Mary,Nelson,Female,North Carolina,Raleigh,Master,09/09/1969,03/06/2016,,Operations,Operations Analyst,62600.33,Satisfactory,35.7796,-78.6382
00-63688242,Joseph,Coleman,Male,California,Los Angeles,High School,13/12/1976,27/11/2016,,Marketing,Content Strategist,96259.43,Satisfactory,34.0522,-118.2437
00-44389599,Emily,Martinez,Male,New York,New York City,Bachelor,31/08/1992,10/10/2019,18/10/2023,Finance,Accounts Payable Specialist,115143.47,Excellent,40.7128,-74.006
00-20604456,Yvette,Cruz,Female,California,San Francisco,Bachelor,08/09/1985,27/10/2022,30/05/2022,Finance,Accountant,108680.75,Excellent,37.7749,-122.4194
00-15836545,Evelyn,Harris,Female,North Carolina,Greensboro,PhD,20/02/2002,23/01/2024,04/07/2021,Marketing,Marketing Coordinator,47422.76,Needs Improvement,36.0726,-79.792
00-44326819,Matthew,Alexander,Female,Texas,Dallas,High School,30/09/1979,08/01/2022,27/04/2025,IT,System Administrator,88775.92,Needs Improvement,32.7767,-96.797
00-52335538,Brian,Gross,Male,California,San Diego,PhD,12/12/1991,28/02/2020,15/06/2025,Operations,Inventory Specialist,96150.58,Good,32.7157,-117.1611
00-42126984,Crystal,Chandler,Male,New York,Buffalo,PhD,25/12/1983,01/08/2022,07/10/2020,Finance,Financial Analyst,109621.4,Good,42.8864,-78.8784
00-58218594,Michael,Harvey,Male,California,Los Angeles,Bachelor,08/08/1983,11/04/2020,18/09/2021,Finance,Accountant,76658.54,Needs Improvement,34.0522,-118.2437
00-15702357,John,Dudley,Male,North Carolina,Raleigh,High School,17/04/1967,02/02/2025,04/10/2023,HR,Recruiter,113337.26,Good,35.7796,-78.6382
00-43363863,Bradley,Morgan,Female,California,San Diego,High School,17/01/1990,10/04/2022,,HR,Recruiter,56490.89,Good,32.7157,-117.1611
00-53873449,John,Hernandez,Female,Texas,Houston,Bachelor,15/10/1972,17/07/2018,,IT,Network Analyst,63534.92,Needs Improvement,29.7604,-95.3698
00-41663055,Sandra,Moore,Male,North Carolina,Greensboro,Master,12/06/1979,29/04/2016,04/02/2021,Marketing,Marketing Coordinator,89961.82,Satisfactory,36.0726,-79.792
00-62316246,Holly,Barnett,Female,Texas,Dallas,High School,24/08/1977,06/04/2021,24/09/2022,Operations,Inventory Specialist,82850.14,Good,32.7767,-96.797
00-55450927,Judith,Cummings,Male,New York,Rochester,High School,31/12/2002,29/12/2018,,Customer Service,Customer Support Specialist,110432.12,Good,43.1566,-77.6088
00-32034273,Troy,Harris,Male,North Carolina,Greensboro,Master,15/02/1978,19/06/2016,03/03/2025,IT,Software Engineer,85828.87,Good,36.0726,-79.792
00-40611059,Albert,Reed,Female,New York,Buffalo,Bachelor,21/09/1988,27/06/2020,13/09/2024,HR,Recruiter,67728.59,Good,42.8864,-78.8784
00-86204399,Tammy,Salas,Male,Texas,Dallas,High School,12/03/1989,19/09/2022,,Finance,Accountant,90816.75,Good,32.7767,-96.797
00-88460310,Natalie,Owens,Female,California,San Francisco,Master,18/07/1982,19/02/2021,,Customer Service,Customer Support Specialist,109896.03,Satisfactory,37.7749,-122.4194
00-44143578,Jeffery,Harrington,Male,California,Los Angeles,Bachelor,27/03/1999,17/09/2017,,Finance,Accounts Payable Specialist,117627.15,Good,34.0522,-118.2437
00-60200055,Luke,Ellis,Male,New York,Buffalo,High School,26/02/1996,29/06/2016,24/04/2023,IT,Network Analyst,71980.81,Needs Improvement,42.8864,-78.8784
00-89806397,Patricia,Davis,Male,Texas,Dallas,Bachelor,31/05/1989,04/09/2020,30/12/2021,IT,Network Analyst,57573.5,Excellent,32.7767,-96.797
00-82111123,Nicole,Marsh,Male,California,San Diego,PhD,02/05/1967,27/09/2015,04/09/2021,Customer Service,Help Desk Technician,103770.05,Good,32.7157,-117.1611
00-89882855,David,Payne,Male,California,San Diego,High School,15/01/1994,13/09/2016,,Finance,Accounts Payable Specialist,113750.46,Excellent,32.7157,-117.1611
00-27236215,Carlos,Smith,Male,Texas,Houston,High School,01/10/1970,23/06/2017,13/05/2023,Marketing,Marketing Coordinator,74806.51,Good,29.7604,-95.3698
00-85563350,Erica,Hernandez,Male,North Carolina,Raleigh,High School,19/11/1974,28/01/2016,21/06/2022,Marketing,SEO Specialist,61839.09,Excellent,35.7796,-78.6382
00-58429565,Kim,Robertson,Female,California,San Diego,Bachelor,22/09/2002,28/09/2024,,Operations,Inventory Specialist,58448.99,Needs Improvement,32.7157,-117.1611
00-64550181,William,Stone,Male,North Carolina,Raleigh,High School,09/05/1995,25/06/2020,23/02/2021,HR,Recruiter,91947.58,Excellent,35.7796,-78.6382
00-91853797,Sandy,Cox,Male,California,Los Angeles,PhD,04/07/1992,25/02/2025,23/11/2021,HR,Training Coordinator,63799.36,Satisfactory,34.0522,-118.2437
00-37307586,Stacy,Nunez,Female,North Carolina,Greensboro,High School,27/06/1971,21/07/2021,15/02/2024,Customer Service,Help Desk Technician,118484.03,Excellent,36.0726,-79.792
00-86727311,Julian,Vasquez,Male,Texas,Houston,Master,22/11/1975,09/06/2024,,Customer Service,Help Desk Technician,104491.2,Satisfactory,29.7604,-95.3698
00-88008107,Philip,Arias,Female,Texas,Dallas,PhD,03/11/1988,17/02/2018,19/12/2023,Marketing,SEO Specialist,68815.61,Needs Improvement,32.7767,-96.797
00-74509919,Sarah,Hayes,Male,New York,Buffalo,Master,02/07/1991,21/07/2017,13/02/2024,IT,System Administrator,66170.4,Excellent,42.8864,-78.8784
00-93358383,Tami,Stone,Male,North Carolina,Raleigh,High School,16/08/1995,08/04/2016,16/08/2023,Marketing,Content Strategist,89041.08,Satisfactory,35.7796,-78.6382
00-89764973,Lisa,Hayes,Male,California,San Diego,PhD,19/06/1993,01/02/2025,25/06/2022,Marketing,Content Strategist,62967.02,Needs Improvement,32.7157,-117.1611
00-51812677,Lauren,Bailey,Female,North Carolina,Greensboro,PhD,02/07/1999,25/05/2019,07/07/2021,HR,Recruiter,69131.49,Needs Improvement,36.0726,-79.792
00-96788589,Kathryn,Joseph,Male,Texas,Dallas,Bachelor,10/08/1966,01/08/2020,,Customer Service,Help Desk Technician,71443.05,Good,32.7767,-96.797
00-37646952,Melissa,Padilla,Male,California,San Diego,PhD,17/05/1996,02/07/2018,22/07/2025,IT,Software Engineer,80904.98,Good,32.7157,-117.1611
00-89613015,Thomas,Zimmerman,Male,New York,Rochester,Master,20/03/1975,06/08/2016,31/07/2022,IT,Software Engineer,100653.41,Satisfactory,43.1566,-77.6088
00-40767749,Joseph,Keller,Female,Texas,Dallas,High School,14/09/1987,20/04/2017,,HR,Training Coordinator,97711.85,Satisfactory,32.7767,-96.797
00-81948064,Crystal,Fitzpatrick,Male,California,San Francisco,PhD,18/04/1966,22/05/2022,,IT,Network Analyst,102446.89,Needs Improvement,37.7749,-122.4194
00-95485937,Kimberly,Salazar,Female,North Carolina,Raleigh,Bachelor,11/08/1999,18/09/2016,30/03/2025,Customer Service,Customer Support Specialist,82868.94,Excellent,35.7796,-78.6382
00-15256827,Jennifer,Rhodes,Female,California,Los Angeles,Master,18/11/1997,14/04/2018,21/11/2023,Finance,Accounts Payable Specialist,114811.36,Good,34.0522,-118.2437
00-65297069,Charles,Nelson,Female,North Carolina,Charlotte,PhD,19/12/1988,04/07/2019,05/05/2021,HR,HR Specialist,83744.24,Excellent,35.2271,-80.8431
00-11310201,Christine,Garcia,Female,New York,Buffalo,Master,17/07/1976,20/12/2017,,Customer Service,Customer Support Specialist,73182.15,Good,42.8864,-78.8784
00-60851713,Eric,Anderson,Male,California,Los Angeles,PhD,06/12/1995,28/03/2025,26/03/2022,Marketing,Content Strategist,73103.61,Needs Improvement,34.0522,-118.2437
00-73259573,Latasha,Hill,Male,North Carolina,Charlotte,Master,03/04/1982,09/01/2017,06/06/2021,Customer Service,Help Desk Technician,67223.77,Excellent,35.2271,-80.8431
00-88848315,Melissa,Richardson,Female,California,San Francisco,PhD,04/03/1971,01/11/2018,15/01/2021,Customer Service,Customer Support Specialist,86694.22,Satisfactory,37.7749,-122.4194
00-89549009,Ryan,Jennings,Male,California,San Francisco,PhD,10/01/1974,28/01/2020,03/07/2022,Finance,Accountant,44906.94,Needs Improvement,37.7749,-122.4194
00-23732331,Tricia,Patterson,Male,North Carolina,Greensboro,Master,04/04/1973,15/06/2023,09/01/2024,HR,HR Specialist,57589.97,Excellent,36.0726,-79.792
00-11028165,Ryan,Joseph,Female,New York,Buffalo,High School,16/07/1995,15/01/2017,04/10/2024,Finance,Accounts Payable Specialist,67991.65,Excellent,42.8864,-78.8784
00-18963965,Priscilla,Herrera,Female,California,Los Angeles,Bachelor,26/10/1971,26/03/2019,09/04/2021,IT,Software Engineer,79895.18,Needs Improvement,34.0522,-118.2437
00-47144948,Jennifer,Lambert,Male,California,San Francisco,Bachelor,24/09/1973,13/02/2019,,Marketing,Marketing Coordinator,57324.15,Good,37.7749,-122.4194
00-78030643,Miguel,Peterson,Female,New York,New York City,Master,11/05/1971,26/01/2025,,Operations,Operations Analyst,69370.84,Satisfactory,40.7128,-74.006
00-85028491,Sandra,Boyd,Female,Texas,Dallas,Master,02/02/1977,27/09/2018,22/03/2024,Customer Service,Help Desk Technician,90465.31,Needs Improvement,32.7767,-96.797
00-86159279,Amy,Sims,Male,North Carolina,Raleigh,Master,30/04/1970,18/02/2018,,Marketing,Marketing Coordinator,58909.94,Satisfactory,35.7796,-78.6382
00-37450079,Michelle,Bishop,Female,North Carolina,Charlotte,PhD,02/05/1996,10/10/2024,11/09/2020,Finance,Accountant,68064.85,Good,35.2271,-80.8431
00-59643970,Tracy,Walker,Male,New York,New York City,Master,04/12/1996,01/02/2023,13/07/2021,IT,Network Analyst,81490.23,Excellent,40.7128,-74.006
00-42585785,Gilbert,Wilcox,Female,California,San Francisco,Master,17/01/1966,16/06/2021,,Marketing,Content Strategist,113054.65,Needs Improvement,37.7749,-122.4194
00-58625150,Erin,Garcia,Male,California,Los Angeles,High School,17/01/1977,06/04/2020,09/10/2020,IT,System Administrator,48770.59,Needs Improvement,34.0522,-118.2437
00-18801977,Adriana,Cruz,Female,North Carolina,Charlotte,Master,27/12/1970,20/07/2025,,HR,Recruiter,83916.38,Excellent,35.2271,-80.8431
00-50198821,Tiffany,Spence,Female,New York,New York City,High School,06/07/1982,14/10/2017,17/12/2022,Customer Service,Customer Support Specialist,117199.39,Needs Improvement,40.7128,-74.006
00-91913778,Amanda,Roberts,Male,Texas,Houston,High School,12/08/1983,06/11/2019,21/01/2022,HR,Training Coordinator,113550.05,Good,29.7604,-95.3698
00-35079087,Nathan,Anderson,Male,North Carolina,Greensboro,PhD,09/12/1999,04/04/2021,17/07/2024,Marketing,SEO Specialist,97797.51,Needs Improvement,36.0726,-79.792
00-10264876,Tonya,Jones,Male,California,San Francisco,Bachelor,17/01/1976,25/01/2021,22/02/2022,Operations,Logistics Coordinator,109020.76,Excellent,37.7749,-122.4194
00-82453903,Willie,Barr,Female,Texas,Austin,Master,17/03/1994,23/11/2022,18/05/2024,Marketing,SEO Specialist,97434.29,Excellent,30.2672,-97.7431
00-60457332,Colin,Cohen,Male,California,San Francisco,Bachelor,24/07/1986,23/02/2022,03/01/2024,Finance,Accountant,78920.83,Good,37.7749,-122.4194
00-18319235,Tina,Cobb,Male,North Carolina,Greensboro,Bachelor,16/12/2002,16/05/2018,,Customer Service,Help Desk Technician,111994.9,Satisfactory,36.0726,-79.792
00-31214653,Ronald,Owens,Female,Texas,Austin,Bachelor,04/02/1971,19/08/2019,17/06/2025,IT,Network Analyst,114837.06,Needs Improvement,30.2672,-97.7431
00-97022174,Karen,West,Female,New York,New York City,High School,23/06/1982,28/11/2020,,HR,Training Coordinator,94370.21,Excellent,40.7128,-74.006
00-36138383,Thomas,Guzman,Female,New York,Buffalo,PhD,26/02/1992,20/07/2025,,HR,HR Specialist,61561.1,Satisfactory,42.8864,-78.8784
00-97783363,Sophia,Burns,Male,North Carolina,Charlotte,High School,28/07/1969,05/05/2020,13/01/2021,Operations,Logistics Coordinator,52419.82,Satisfactory,35.2271,-80.8431
00-84322555,Kevin,Olson,Female,New York,Buffalo,High School,30/06/1996,10/01/2020,,Customer Service,Customer Support Specialist,85171.01,Excellent,42.8864,-78.8784
00-63890258,Nicole,Johnson,Male,New York,Buffalo,High School,13/02/1977,18/04/2019,,Marketing,Marketing Coordinator,111792.0,Satisfactory,42.8864,-78.8784
00-45533896,Christopher,Bowers,Female,New York,Rochester,PhD,18/07/1989,11/12/2016,19/09/2020,Customer Service,Customer Support Specialist,72362.22,Needs Improvement,43.1566,-77.6088
00-68439712,Kathy,Campbell,Female,California,Los Angeles,Master,24/03/1988,20/11/2024,28/10/2024,Finance,Accountant,77904.33,Good,34.0522,-118.2437
00-96151032,Diana,Avila,Female,California,Los Angeles,High School,13/12/1976,29/06/2018,30/03/2021,HR,Recruiter,43425.56,Excellent,34.0522,-118.2437
00-28306686,Jeffrey,Rogers,Male,North Carolina,Charlotte,Bachelor,14/02/1988,04/04/2023,16/06/2025,IT,Software Engineer,109950.55,Excellent,35.2271,-80.8431
00-34120647,David,Rhodes,Female,North Carolina,Charlotte,Bachelor,16/12/1989,21/07/2017,23/08/2024,Marketing,Content Strategist,41080.9,Needs Improvement,35.2271,-80.8431
00-80707789,Susan,Cuevas,Male,New York,Rochester,Bachelor,16/10/1995,07/07/2022,,Finance,Accountant,100722.21,Good,43.1566,-77.6088
00-38138285,Brenda,Flynn,Female,North Carolina,Charlotte,PhD,28/08/1974,14/03/2025,28/01/2022,Marketing,SEO Specialist,105881.2,Satisfactory,35.2271,-80.8431
00-32923672,Timothy,Newton,Female,New York,Buffalo,Master,18/12/1996,09/03/2020,21/09/2020,Customer Service,Customer Support Specialist,113542.05,Needs Improvement,42.8864,-78.8784
00-49885465,Nancy,Huffman,Female,Texas,Austin,Master,11/10/1999,27/02/2024,24/03/2024,HR,Recruiter,72831.46,Good,30.2672,-97.7431
00-91564580,Bruce,Hernandez,Male,California,Los Angeles,High School,30/06/1979,13/10/2018,01/10/2020,Operations,Inventory Specialist,98827.25,Satisfactory,34.0522,-118.2437
00-40266291,Teresa,Love,Female,North Carolina,Greensboro,PhD,28/07/1990,15/10/2015,18/04/2023,Operations,Operations Analyst,96158.16,Needs Improvement,36.0726,-79.792
00-61068596,Alexandria,Lopez,Male,California,San Diego,Bachelor,24/09/1965,19/08/2021,,IT,Network Analyst,59073.56,Needs Improvement,32.7157,-117.1611
00-92652328,Scott,Hernandez,Male,New York,Buffalo,High School,08/04/1975,23/05/2016,08/07/2023,Finance,Accounts Payable Specialist,64297.69,Needs Improvement,42.8864,-78.8784
00-82844435,Edward,Santos,Male,New York,Buffalo,High School,11/06/1976,15/11/2019,30/07/2021,IT,Software Engineer,87809.37,Needs Improvement,42.8864,-78.8784
00-65480897,Mario,Osborn,Male,North Carolina,Raleigh,Master,10/09/1971,10/01/2021,,IT,Software Engineer,77920.35,Needs Improvement,35.7796,-78.6382
00-22456545,Philip,Ferguson,Male,California,San Diego,Master,22/12/2000,26/04/2018,09/09/2020,Marketing,Content Strategist,85404.91,Good,32.7157,-117.1611
00-75100978,Claudia,Thomas,Male,North Carolina,Raleigh,PhD,05/05/2001,24/07/2020,06/09/2020,Finance,Financial Analyst,50051.34,Satisfactory,35.7796,-78.6382
00-48360236,Kelsey,Hudson,Female,New York,Buffalo,Bachelor,25/10/1978,21/12/2024,,Finance,Accounts Payable Specialist,86722.86,Excellent,42.8864,-78.8784
00-40532812,Daniel,Horn,Male,California,San Francisco,High School,03/03/2001,08/10/2019,26/03/2024,Marketing,Marketing Coordinator,105043.84,Good,37.7749,-122.4194
00-92918190,Philip,Raymond,Male,North Carolina,Greensboro,PhD,18/08/2001,29/11/2017,,IT,System Administrator,93803.35,Excellent,36.0726,-79.792
00-38052686,Malik,Thompson,Female,New York,New York City,High School,04/03/1968,04/01/2016,21/03/2023,HR,Recruiter,70651.17,Good,40.7128,-74.006
00-90197704,Lauren,Hogan,Female,New York,Rochester,PhD,19/01/1998,03/08/2022,,Operations,Operations Analyst,83847.89,Good,43.1566,-77.6088
00-66974247,Jessica,Wilson,Male,Texas,Houston,Bachelor,06/04/1973,25/03/2022,13/10/2022,IT,Network Analyst,55555.88,Good,29.7604,-95.3698
00-68080489,Melinda,Zamora,Female,North Carolina,Charlotte,High School,16/09/1969,03/02/2024,09/02/2021,Operations,Logistics Coordinator,110592.27,Excellent,35.2271,-80.8431
00-12776553,Rebecca,Montgomery,Female,New York,New York City,Master,19/03/2001,29/07/2022,17/07/2023,IT,System Administrator,52257.5,Needs Improvement,40.7128,-74.006
00-80924226,Elizabeth,King,Female,Texas,Houston,High School,13/02/1982,06/05/2022,,Customer Service,Help Desk Technician,88794.18,Satisfactory,29.7604,-95.3698
00-18068906,Rick,Smith,Female,California,Los Angeles,High School,06/04/1976,01/07/2017,03/11/2020,IT,System Administrator,84790.15,Needs Improvement,34.0522,-118.2437
00-57715507,Heather,Dunn,Female,New York,Buffalo,Bachelor,14/03/1993,08/01/2017,14/08/2025,IT,System Administrator,84942.99,Excellent,42.8864,-78.8784
00-86579177,Steven,Smith,Female,California,San Francisco,PhD,02/06/1967,06/02/2016,15/05/2022,Customer Service,Customer Support Specialist,104329.42,Satisfactory,37.7749,-122.4194
00-11354274,Jo,Kim,Male,California,San Francisco,Bachelor,19/06/2002,20/05/2023,03/06/2022,IT,System Administrator,116851.6,Satisfactory,37.7749,-122.4194
00-71127831,Allen,Larsen,Female,California,San Francisco,Bachelor,25/07/1991,20/08/2018,,HR,HR Specialist,80369.54,Needs Improvement,37.7749,-122.4194
00-13750563,Amanda,Wright,Female,North Carolina,Raleigh,PhD,12/05/1992,01/01/2021,07/02/2022,Operations,Inventory Specialist,48527.48,Good,35.7796,-78.6382
00-77138650,Anne,Garcia,Male,California,San Francisco,Master,19/09/1987,08/02/2022,30/01/2023,Marketing,Content Strategist,70971.12,Satisfactory,37.7749,-122.4194
00-14440449,Brian,Nelson,Male,California,San Diego,Master,05/11/1997,29/12/2018,26/08/2023,Customer Service,Help Desk Technician,64878.37,Excellent,32.7157,-117.1611
